Price (Rs.),Discount (%),Final_Price(Rs.),Purchase_Year,Purchase_Month,Purchase_Day,Purchase_DayOfWeek,Purchase_IsWeekend,Category_Books,Category_Clothing,Category_Electronics,Category_Home & Kitchen,Category_Sports,Category_Toys,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI
313.21,30,219.25,2024,11,11,0,0,0,0,0,0,1,0,0,1,0,0
249.86,50,124.93,2024,8,18,6,1,0,1,0,0,0,0,0,1,0,0
250.31,50,125.16,2024,4,8,0,0,0,0,0,0,1,0,1,0,0,0
330.56,15,280.98,2024,4,11,3,0,0,0,0,0,1,0,0,0,1,0
377.06,5,358.21,2024,8,11,6,1,0,1,0,0,0,0,1,0,0,0
337.91,5,321.01,2024,5,3,4,0,0,0,0,0,0,1,0,0,1,0
52.16,10,46.94,2024,2,25,6,1,0,0,0,0,0,1,0,0,0,0
95.61,30,66.93,2024,8,11,6,1,0,0,0,0,0,1,0,0,0,0
155.98,20,124.78,2024,5,14,1,0,0,0,0,0,1,0,1,0,0,0
18.56,15,15.78,2024,10,20,6,1,0,0,1,0,0,0,0,0,0,0
26.86,15,22.83,2024,10,22,1,0,0,0,1,0,0,0,0,1,0,0
202.35,30,141.64,2024,6,21,4,0,0,0,0,1,0,0,0,0,0,1
263.22,15,223.74,2024,8,22,3,0,0,0,1,0,0,0,0,1,0,0
298.79,15,253.97,2024,3,3,6,1,0,1,0,0,0,0,0,1,0,0
457.07,0,457.07,2024,1,17,2,0,0,1,0,0,0,0,0,0,0,0
442.46,0,442.46,2024,11,5,1,0,0,0,1,0,0,0,0,0,1,0
255.81,50,127.91,2024,3,12,1,0,0,0,1,0,0,0,1,0,0,0
32.89,0,32.89,2024,10,8,1,0,0,0,1,0,0,0,1,0,0,0
251.88,10,226.69,2024,1,23,1,0,0,1,0,0,0,0,0,0,0,0
120.68,15,102.58,2024,9,9,0,0,0,0,1,0,0,0,0,0,0,0
30.21,10,27.19,2024,10,10,3,0,0,0,0,0,1,0,1,0,0,0
246.17,5,233.86,2024,8,11,6,1,1,0,0,0,0,0,1,0,0,0
329.85,10,296.87,2024,6,25,1,0,0,0,0,0,0,1,1,0,0,0
437.06,0,437.06,2024,7,31,2,0,0,0,0,0,0,1,0,1,0,0
204.0,5,193.8,2024,8,31,5,1,0,0,0,1,0,0,0,0,0,0
207.44,20,165.95,2024,2,18,6,1,1,0,0,0,0,0,0,0,0,1
463.6,25,347.7,2024,3,16,5,1,0,0,0,1,0,0,1,0,0,0
359.03,25,269.27,2024,10,15,1,0,0,0,0,1,0,0,0,1,0,0
384.7,15,327.0,2024,10,8,1,0,1,0,0,0,0,0,0,1,0,0
298.02,25,223.51,2024,5,15,2,0,0,0,1,0,0,0,1,0,0,0
400.84,10,360.76,2024,4,12,4,0,0,1,0,0,0,0,1,0,0,0
464.71,50,232.35,2024,8,3,5,1,0,0,1,0,0,0,0,0,0,1
16.11,15,13.69,2024,6,5,2,0,0,0,0,0,0,0,0,0,0,0
484.74,30,339.32,2024,1,18,3,0,1,0,0,0,0,0,0,0,0,0
365.33,5,347.06,2024,3,11,0,0,0,0,0,0,0,1,1,0,0,0
176.01,0,176.01,2024,7,9,1,0,0,0,1,0,0,0,0,1,0,0
464.89,50,232.44,2024,10,4,4,0,0,1,0,0,0,0,0,0,1,0
401.8,10,361.62,2024,11,20,2,0,0,1,0,0,0,0,0,0,1,0
210.96,15,179.32,2024,2,15,3,0,0,1,0,0,0,0,0,1,0,0
67.54,20,54.03,2024,1,9,1,0,0,0,0,0,0,1,1,0,0,0
31.73,5,30.14,2024,9,29,6,1,1,0,0,0,0,0,0,0,0,0
298.26,20,238.61,2024,3,4,0,0,0,0,1,0,0,0,0,1,0,0
247.86,20,198.29,2024,6,1,5,1,0,0,0,0,1,0,0,0,0,1
362.83,30,253.98,2024,4,19,4,0,0,1,0,0,0,0,0,1,0,0
476.64,50,238.32,2024,5,17,4,0,1,0,0,0,0,0,0,0,0,0
388.38,5,368.96,2024,2,13,1,0,0,0,0,0,1,0,0,0,0,0
337.33,15,286.73,2024,10,11,4,0,0,0,0,0,1,0,0,0,0,1
494.14,50,247.07,2024,11,5,1,0,1,0,0,0,0,0,0,0,0,1
455.94,30,319.16,2024,3,29,4,0,0,0,0,0,1,0,0,0,1,0
221.53,0,221.53,2024,8,5,0,0,0,0,0,0,0,0,0,1,0,0
461.56,20,369.25,2024,9,1,6,1,1,0,0,0,0,0,0,0,1,0
168.59,20,134.87,2024,6,3,0,0,0,0,1,0,0,0,1,0,0,0
482.74,5,458.6,2024,5,30,3,0,0,1,0,0,0,0,0,0,1,0
200.93,30,140.65,2024,2,6,1,0,1,0,0,0,0,0,0,0,0,0
18.84,0,18.84,2024,6,17,0,0,0,1,0,0,0,0,1,0,0,0
109.89,15,93.41,2024,4,13,5,1,0,0,0,1,0,0,0,0,0,1
98.61,0,98.61,2024,3,28,3,0,0,0,1,0,0,0,0,0,1,0
459.61,10,413.65,2024,6,1,5,1,0,0,1,0,0,0,0,1,0,0
28.61,10,25.75,2024,4,17,2,0,0,0,1,0,0,0,0,1,0,0
378.85,20,303.08,2024,5,18,5,1,0,0,0,0,0,1,0,0,0,1
78.87,5,74.93,2024,6,25,1,0,0,0,0,0,0,0,0,1,0,0
362.99,15,308.54,2024,7,7,6,1,0,0,0,0,0,0,1,0,0,0
198.38,25,148.78,2024,3,9,5,1,0,0,0,0,1,0,1,0,0,0
471.66,5,448.08,2024,6,13,3,0,1,0,0,0,0,0,1,0,0,0
68.68,30,48.08,2024,10,7,0,0,0,1,0,0,0,0,0,0,0,1
289.83,10,260.85,2024,6,17,0,0,1,0,0,0,0,0,1,0,0,0
343.43,25,257.57,2024,3,10,6,1,0,0,0,0,1,0,1,0,0,0
196.34,5,186.52,2024,3,21,3,0,0,0,0,0,0,1,0,0,1,0
183.04,30,128.13,2024,5,30,3,0,1,0,0,0,0,0,0,0,0,1
182.28,20,145.82,2024,9,9,0,0,0,0,0,0,1,0,0,0,0,1
329.94,15,280.45,2024,7,25,3,0,0,0,0,0,0,1,0,1,0,0
50.63,50,25.32,2024,5,21,1,0,0,0,0,1,0,0,0,0,0,0
40.61,30,28.43,2024,9,20,4,0,0,0,0,0,1,0,0,1,0,0
73.19,30,51.23,2024,6,15,5,1,0,0,0,1,0,0,0,0,0,0
140.84,25,105.63,2024,3,4,0,0,0,0,1,0,0,0,0,0,0,1
460.17,15,391.14,2024,11,17,6,1,0,1,0,0,0,0,0,0,0,1
248.71,15,211.4,2024,6,28,4,0,0,0,0,0,0,1,0,0,0,0
33.88,10,30.49,2024,3,12,1,0,0,0,1,0,0,0,1,0,0,0
464.05,20,371.24,2024,5,7,1,0,1,0,0,0,0,0,1,0,0,0
180.19,30,126.13,2024,8,21,2,0,0,0,1,0,0,0,0,0,0,1
329.78,10,296.8,2024,9,20,4,0,0,0,0,0,0,0,0,1,0,0
336.05,30,235.23,2024,3,9,5,1,0,0,0,0,1,0,0,0,0,1
95.06,5,90.31,2024,6,15,5,1,0,0,0,0,0,1,0,0,0,0
94.97,30,66.48,2024,7,2,1,0,0,0,0,0,0,0,0,0,0,1
443.0,5,420.85,2024,5,13,0,0,0,0,0,0,0,0,0,0,0,1
230.09,15,195.58,2024,1,11,3,0,0,0,0,0,1,0,1,0,0,0
65.75,0,65.75,2024,7,28,6,1,0,0,0,0,0,1,1,0,0,0
116.39,25,87.29,2024,2,20,1,0,0,1,0,0,0,0,0,0,1,0
315.16,50,157.58,2024,6,22,5,1,1,0,0,0,0,0,0,0,1,0
133.14,25,99.85,2024,11,4,0,0,0,0,0,0,1,0,0,0,0,1
167.4,10,150.66,2024,9,10,1,0,0,0,0,1,0,0,0,0,0,0
43.48,25,32.61,2024,8,23,4,0,0,1,0,0,0,0,0,0,0,1
14.54,5,13.81,2024,4,26,4,0,0,0,1,0,0,0,0,0,1,0
302.08,25,226.56,2024,4,8,0,0,0,0,0,0,1,0,0,0,0,1
474.64,5,450.91,2024,9,30,0,0,0,0,0,1,0,0,0,0,0,0
496.29,15,421.85,2024,9,22,6,1,0,0,0,0,0,1,0,0,1,0
397.3,50,198.65,2024,10,31,3,0,0,0,1,0,0,0,0,0,0,1
284.26,50,142.13,2024,10,16,2,0,0,0,0,0,0,0,0,1,0,0
146.22,50,73.11,2024,3,31,6,1,0,0,0,0,0,1,0,1,0,0
134.41,20,107.53,2024,5,7,1,0,0,0,0,0,0,0,1,0,0,0
277.93,50,138.97,2024,4,23,1,0,0,0,0,0,0,1,0,0,1,0
175.25,30,122.67,2024,10,6,6,1,0,0,0,0,0,1,1,0,0,0
12.14,15,10.32,2024,5,13,0,0,0,0,0,0,0,1,1,0,0,0
333.82,30,233.67,2024,10,2,2,0,1,0,0,0,0,0,0,0,1,0
125.36,30,87.75,2024,10,13,6,1,1,0,0,0,0,0,0,1,0,0
109.9,15,93.42,2024,7,24,2,0,0,0,1,0,0,0,1,0,0,0
473.91,30,331.74,2024,10,13,6,1,0,1,0,0,0,0,1,0,0,0
294.36,50,147.18,2024,7,20,5,1,0,0,1,0,0,0,0,0,0,0
460.68,10,414.61,2024,2,7,2,0,0,1,0,0,0,0,1,0,0,0
362.96,10,326.66,2024,9,30,0,0,0,0,0,1,0,0,0,1,0,0
95.3,5,90.53,2024,9,1,6,1,0,0,0,0,0,0,0,0,1,0
259.1,0,259.1,2024,6,12,2,0,1,0,0,0,0,0,1,0,0,0
205.38,30,143.77,2024,6,23,6,1,1,0,0,0,0,0,0,1,0,0
370.12,10,333.11,2024,1,14,6,1,0,1,0,0,0,0,0,0,0,0
97.7,15,83.05,2024,1,20,5,1,0,0,0,1,0,0,0,0,0,0
306.03,50,153.01,2024,2,23,4,0,0,0,0,1,0,0,0,0,0,0
72.75,20,58.2,2024,4,12,4,0,0,0,0,0,0,1,0,1,0,0
186.26,20,149.01,2024,11,16,5,1,0,1,0,0,0,0,0,0,0,1
16.7,50,8.35,2024,3,10,6,1,0,0,0,0,0,1,0,0,0,0
191.15,50,95.58,2024,6,13,3,0,0,0,0,0,0,1,0,0,0,1
232.55,25,174.41,2024,6,12,2,0,0,0,0,0,1,0,0,0,0,0
234.62,15,199.43,2024,4,18,3,0,0,0,0,1,0,0,1,0,0,0
31.72,20,25.38,2024,6,29,5,1,0,0,1,0,0,0,0,0,0,1
159.29,0,159.29,2024,7,21,6,1,0,0,1,0,0,0,0,0,0,0
30.68,50,15.34,2024,9,8,6,1,0,1,0,0,0,0,0,0,0,0
285.83,10,257.25,2024,6,27,3,0,1,0,0,0,0,0,0,0,0,1
311.67,15,264.92,2024,10,1,1,0,0,1,0,0,0,0,0,0,1,0
277.94,5,264.04,2024,9,4,2,0,0,0,1,0,0,0,0,1,0,0
368.42,20,294.74,2024,7,13,5,1,1,0,0,0,0,0,0,0,0,1
379.22,15,322.34,2024,7,17,2,0,0,0,0,1,0,0,0,0,1,0
265.27,25,198.95,2024,2,28,2,0,0,0,1,0,0,0,1,0,0,0
369.05,5,350.6,2024,6,26,2,0,0,0,0,1,0,0,0,1,0,0
493.7,20,394.96,2024,3,13,2,0,0,0,0,0,0,0,0,0,0,0
499.65,10,449.69,2024,7,25,3,0,0,0,0,0,0,0,0,1,0,0
31.78,15,27.01,2024,6,2,6,1,0,0,0,0,0,0,0,1,0,0
145.1,25,108.82,2024,1,9,1,0,0,0,0,0,0,1,0,0,0,1
163.27,25,122.45,2024,7,22,0,0,0,0,0,0,0,1,0,0,0,1
223.69,20,178.95,2024,9,2,0,0,0,0,0,0,0,1,1,0,0,0
417.94,0,417.94,2024,4,2,1,0,0,0,0,0,0,0,0,0,0,0
270.76,30,189.53,2024,2,8,3,0,0,0,0,1,0,0,0,0,0,0
497.52,50,248.76,2024,3,26,1,0,0,0,0,0,0,0,0,0,0,1
348.59,5,331.16,2024,9,19,3,0,0,0,0,0,1,0,0,0,0,1
362.5,10,326.25,2024,9,10,1,0,0,0,1,0,0,0,1,0,0,0
411.6,30,288.12,2024,11,12,1,0,0,0,0,1,0,0,0,1,0,0
206.82,30,144.77,2024,6,13,3,0,1,0,0,0,0,0,0,0,0,0
161.64,0,161.64,2024,10,13,6,1,1,0,0,0,0,0,0,0,1,0
27.22,20,21.78,2024,9,3,1,0,0,0,0,0,1,0,0,1,0,0
310.78,5,295.24,2024,2,10,5,1,0,0,0,0,0,0,0,0,0,0
227.18,5,215.82,2024,9,15,6,1,0,0,0,0,0,1,0,0,1,0
383.65,15,326.1,2024,5,20,0,0,0,0,0,1,0,0,0,0,1,0
153.01,10,137.71,2024,3,12,1,0,0,0,0,1,0,0,0,0,1,0
202.59,30,141.81,2024,8,27,1,0,0,0,0,0,1,0,0,0,1,0
464.92,15,395.18,2024,2,16,4,0,0,0,1,0,0,0,0,0,0,0
241.52,5,229.44,2024,7,7,6,1,0,0,0,0,0,1,0,1,0,0
153.55,30,107.48,2024,1,5,4,0,0,1,0,0,0,0,0,0,0,0
52.37,50,26.18,2024,9,17,1,0,0,0,1,0,0,0,0,1,0,0
83.47,20,66.78,2024,1,28,6,1,0,0,0,0,0,0,0,0,0,0
56.54,50,28.27,2024,9,30,0,0,0,1,0,0,0,0,0,1,0,0
200.97,25,150.73,2024,2,19,0,0,1,0,0,0,0,0,0,0,0,1
458.08,10,412.27,2024,4,6,5,1,0,0,1,0,0,0,0,0,0,1
284.25,20,227.4,2024,4,19,4,0,0,0,0,1,0,0,0,0,1,0
329.64,15,280.19,2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0
407.43,5,387.06,2024,8,28,2,0,1,0,0,0,0,0,0,0,0,0
141.16,5,134.1,2024,2,23,4,0,0,1,0,0,0,0,1,0,0,0
291.79,20,233.43,2024,2,27,1,0,0,0,0,0,0,0,0,0,1,0
211.17,50,105.58,2024,7,7,6,1,0,0,1,0,0,0,0,0,0,1
461.66,20,369.33,2024,10,6,6,1,0,1,0,0,0,0,1,0,0,0
71.33,20,57.06,2024,4,10,2,0,0,0,0,0,1,0,0,0,0,0
208.52,15,177.24,2024,3,12,1,0,0,0,0,0,1,0,0,0,0,1
251.47,25,188.6,2024,4,13,5,1,0,0,0,0,0,1,0,0,1,0
249.57,50,124.78,2024,7,27,5,1,0,0,0,0,1,0,0,1,0,0
327.6,30,229.32,2024,10,2,2,0,0,0,0,1,0,0,1,0,0,0
79.12,50,39.56,2024,1,8,0,0,0,0,0,1,0,0,1,0,0,0
419.33,20,335.46,2024,3,22,4,0,0,0,0,0,0,0,0,0,1,0
485.37,15,412.56,2024,10,23,2,0,0,0,0,0,1,0,0,0,0,1
381.37,20,305.1,2024,7,7,6,1,0,0,1,0,0,0,0,1,0,0
43.97,10,39.57,2024,7,23,1,0,0,0,1,0,0,0,0,0,1,0
18.83,25,14.12,2024,10,18,4,0,0,0,0,0,1,0,0,0,0,0
407.91,10,367.12,2024,6,18,1,0,0,0,0,0,1,0,1,0,0,0
242.01,50,121.0,2024,5,20,0,0,0,0,1,0,0,0,0,0,1,0
284.88,30,199.42,2024,3,27,2,0,0,0,0,0,0,1,1,0,0,0
277.39,20,221.91,2024,6,23,6,1,1,0,0,0,0,0,0,0,0,1
93.6,0,93.6,2024,1,5,4,0,0,0,1,0,0,0,0,0,0,1
300.06,0,300.06,2024,4,20,5,1,0,0,1,0,0,0,0,0,0,0
34.36,5,32.64,2024,6,7,4,0,0,1,0,0,0,0,0,0,0,0
258.4,25,193.8,2024,10,27,6,1,0,0,0,0,0,1,0,0,0,1
347.13,5,329.77,2024,11,18,0,0,0,1,0,0,0,0,0,0,1,0
480.8,25,360.6,2024,11,5,1,0,0,0,0,1,0,0,0,0,1,0
92.03,20,73.62,2024,7,21,6,1,0,0,0,1,0,0,1,0,0,0
341.83,5,324.74,2024,3,6,2,0,0,1,0,0,0,0,0,1,0,0
354.66,30,248.26,2024,10,3,3,0,0,0,1,0,0,0,0,0,0,0
441.84,25,331.38,2024,10,9,2,0,1,0,0,0,0,0,0,0,1,0
481.86,5,457.77,2024,8,15,3,0,0,0,0,1,0,0,0,0,0,1
382.18,10,343.96,2024,4,26,4,0,1,0,0,0,0,0,0,1,0,0
161.02,30,112.71,2024,6,24,0,0,0,1,0,0,0,0,0,1,0,0
477.48,0,477.48,2024,10,25,4,0,0,0,0,0,0,1,0,0,0,1
301.17,25,225.88,2024,11,12,1,0,1,0,0,0,0,0,0,0,0,1
428.08,30,299.66,2024,6,13,3,0,0,0,0,1,0,0,0,1,0,0
260.66,30,182.46,2024,9,29,6,1,0,0,1,0,0,0,0,0,0,0
126.22,0,126.22,2024,1,20,5,1,1,0,0,0,0,0,0,0,0,0
15.04,25,11.28,2024,3,10,6,1,1,0,0,0,0,0,0,0,1,0
474.05,20,379.24,2024,5,21,1,0,0,0,0,1,0,0,0,0,0,0
261.58,30,183.11,2024,2,7,2,0,0,0,0,1,0,0,0,0,0,0
484.13,30,338.89,2024,11,1,4,0,0,0,0,0,1,0,0,0,0,1
73.24,10,65.92,2024,1,7,6,1,0,0,0,0,0,0,0,0,0,0
342.32,20,273.86,2024,1,21,6,1,0,1,0,0,0,0,0,1,0,0
69.64,20,55.71,2024,9,25,2,0,0,0,0,1,0,0,0,1,0,0
407.48,5,387.11,2024,8,17,5,1,1,0,0,0,0,0,1,0,0,0
99.49,20,79.59,2024,7,17,2,0,0,0,1,0,0,0,0,1,0,0
330.6,30,231.42,2024,8,25,6,1,0,0,0,0,0,1,0,0,0,0
90.77,5,86.23,2024,5,24,4,0,1,0,0,0,0,0,0,0,0,0
130.13,10,117.12,2024,11,19,1,0,0,0,0,0,0,0,0,0,0,1
441.92,30,309.34,2024,4,28,6,1,1,0,0,0,0,0,0,0,1,0
256.51,0,256.51,2024,6,21,4,0,0,0,1,0,0,0,0,0,1,0
392.04,20,313.63,2024,3,8,4,0,0,0,0,0,1,0,0,0,0,0
496.82,0,496.82,2024,4,20,5,1,0,0,0,1,0,0,0,1,0,0
206.43,25,154.82,2024,6,26,2,0,0,0,1,0,0,0,0,0,0,1
278.41,5,264.49,2024,11,7,3,0,0,0,0,0,1,0,0,0,0,0
221.23,25,165.92,2024,8,2,4,0,0,0,0,0,0,1,0,0,0,1
253.31,5,240.64,2024,10,25,4,0,0,0,0,0,0,1,0,1,0,0
85.36,50,42.68,2024,9,22,6,1,0,0,0,0,0,0,0,0,0,1
122.21,20,97.77,2024,7,19,4,0,0,1,0,0,0,0,0,0,1,0
40.02,50,20.01,2024,5,20,0,0,0,0,0,0,1,0,1,0,0,0
482.59,15,410.2,2024,5,17,4,0,0,0,0,0,1,0,1,0,0,0
343.71,50,171.85,2024,3,5,1,0,0,1,0,0,0,0,0,0,0,0
407.74,5,387.35,2024,4,16,1,0,1,0,0,0,0,0,1,0,0,0
274.57,10,247.11,2024,4,9,1,0,1,0,0,0,0,0,0,0,1,0
181.18,20,144.94,2024,1,30,1,0,0,0,0,1,0,0,1,0,0,0
301.21,30,210.85,2024,9,28,5,1,1,0,0,0,0,0,0,0,1,0
378.97,0,378.97,2024,10,25,4,0,0,0,0,0,1,0,0,0,0,0
291.57,15,247.83,2024,9,12,3,0,0,0,0,1,0,0,0,0,0,1
374.81,50,187.41,2024,4,15,0,0,0,0,0,0,1,0,1,0,0,0
285.95,20,228.76,2024,10,2,2,0,1,0,0,0,0,0,0,0,1,0
309.01,25,231.76,2024,10,21,0,0,0,0,1,0,0,0,0,1,0,0
499.96,50,249.98,2024,8,24,5,1,0,0,0,0,1,0,0,0,1,0
376.17,50,188.09,2024,10,3,3,0,0,0,1,0,0,0,0,0,0,0
189.0,10,170.1,2024,9,27,4,0,0,0,0,0,0,1,0,0,1,0
471.23,20,376.98,2024,2,14,2,0,0,0,0,0,1,0,0,0,1,0
108.88,15,92.55,2024,7,13,5,1,1,0,0,0,0,0,0,0,1,0
176.92,0,176.92,2024,10,31,3,0,0,0,0,1,0,0,0,0,0,1
172.71,25,129.53,2024,4,19,4,0,0,0,0,0,0,0,1,0,0,0
403.23,5,383.07,2024,11,3,6,1,0,0,0,0,0,1,0,0,0,1
224.05,10,201.65,2024,4,28,6,1,1,0,0,0,0,0,0,1,0,0
458.94,0,458.94,2024,3,14,3,0,0,0,0,0,0,0,0,0,0,1
186.09,0,186.09,2024,6,18,1,0,0,0,0,1,0,0,0,0,0,1
94.02,20,75.22,2024,1,17,2,0,0,0,0,0,0,1,1,0,0,0
178.71,5,169.77,2024,10,12,5,1,0,0,0,0,0,1,1,0,0,0
138.31,10,124.48,2024,5,4,5,1,0,0,0,1,0,0,1,0,0,0
61.62,15,52.38,2024,1,19,4,0,0,0,0,0,0,0,1,0,0,0
493.04,0,493.04,2024,3,17,6,1,0,0,0,0,1,0,0,0,1,0
93.28,15,79.29,2024,7,31,2,0,0,1,0,0,0,0,0,0,1,0
459.49,15,390.57,2024,1,3,2,0,0,0,0,0,0,1,0,0,1,0
246.03,15,209.13,2024,5,11,5,1,0,0,0,1,0,0,0,1,0,0
172.66,0,172.66,2024,9,3,1,0,0,0,1,0,0,0,1,0,0,0
233.2,20,186.56,2024,5,14,1,0,0,1,0,0,0,0,0,0,0,0
304.79,30,213.35,2024,9,26,3,0,0,0,0,0,0,1,0,0,0,1
124.42,0,124.42,2024,11,5,1,0,1,0,0,0,0,0,1,0,0,0
27.16,10,24.44,2024,4,9,1,0,0,0,1,0,0,0,0,0,1,0
420.22,0,420.22,2024,2,17,5,1,0,0,0,0,1,0,0,0,0,0
187.72,30,131.4,2024,2,12,0,0,0,0,0,0,0,0,1,0,0,0
363.56,50,181.78,2024,5,3,4,0,0,0,0,0,0,1,0,0,1,0
256.97,50,128.49,2024,2,15,3,0,0,1,0,0,0,0,1,0,0,0
389.7,10,350.73,2024,4,1,0,0,0,0,0,0,0,1,0,0,0,0
242.13,30,169.49,2024,1,28,6,1,0,0,0,1,0,0,0,0,1,0
415.0,5,394.25,2024,5,19,6,1,0,0,0,0,0,0,0,1,0,0
205.38,10,184.84,2024,9,9,0,0,0,0,0,0,0,1,1,0,0,0
402.37,0,402.37,2024,7,30,1,0,0,0,1,0,0,0,0,0,1,0
130.6,0,130.6,2024,3,9,5,1,0,0,0,0,0,1,0,0,0,1
401.02,15,340.87,2024,5,11,5,1,0,1,0,0,0,0,0,0,0,0
376.07,30,263.25,2024,5,24,4,0,0,0,1,0,0,0,0,1,0,0
361.79,50,180.9,2024,9,23,0,0,1,0,0,0,0,0,0,0,1,0
477.51,25,358.13,2024,10,19,5,1,0,0,1,0,0,0,0,0,0,0
209.1,50,104.55,2024,8,2,4,0,0,0,0,0,0,1,1,0,0,0
367.38,15,312.27,2024,6,18,1,0,0,0,0,0,0,1,0,1,0,0
49.99,20,39.99,2024,3,27,2,0,0,0,0,0,0,0,0,1,0,0
223.13,5,211.97,2024,3,29,4,0,0,0,0,1,0,0,0,0,0,1
481.77,10,433.59,2024,9,3,1,0,0,1,0,0,0,0,1,0,0,0
333.36,10,300.02,2024,2,27,1,0,0,0,0,0,0,1,0,1,0,0
460.93,20,368.74,2024,4,20,5,1,1,0,0,0,0,0,1,0,0,0
198.84,50,99.42,2024,7,28,6,1,0,0,0,1,0,0,0,0,0,1
335.09,20,268.07,2024,10,13,6,1,1,0,0,0,0,0,0,1,0,0
410.41,50,205.21,2024,6,2,6,1,1,0,0,0,0,0,1,0,0,0
393.83,50,196.91,2024,8,21,2,0,0,0,1,0,0,0,0,0,1,0
398.76,30,279.13,2024,5,4,5,1,0,0,1,0,0,0,1,0,0,0
455.43,15,387.12,2024,6,15,5,1,0,1,0,0,0,0,0,0,0,1
352.31,20,281.85,2024,10,4,4,0,0,0,0,0,0,1,1,0,0,0
166.63,30,116.64,2024,3,4,0,0,0,0,0,0,1,0,0,1,0,0
362.57,5,344.44,2024,5,31,4,0,0,0,0,0,1,0,1,0,0,0
96.73,25,72.55,2024,10,4,4,0,1,0,0,0,0,0,0,0,0,1
420.31,50,210.16,2024,3,4,0,0,0,0,0,0,1,0,0,1,0,0
56.1,25,42.08,2024,9,9,0,0,0,0,0,0,1,0,0,0,1,0
349.84,15,297.36,2024,7,14,6,1,0,0,0,0,1,0,0,0,0,1
358.31,15,304.56,2024,1,25,3,0,1,0,0,0,0,0,0,1,0,0
361.61,15,307.37,2024,5,2,3,0,0,0,0,0,0,1,0,0,0,1
450.48,5,427.96,2024,11,7,3,0,0,0,1,0,0,0,0,1,0,0
330.31,15,280.76,2024,10,14,0,0,1,0,0,0,0,0,0,0,1,0
151.85,15,129.07,2024,6,11,1,0,0,0,1,0,0,0,0,0,0,0
276.74,0,276.74,2024,6,18,1,0,0,1,0,0,0,0,0,1,0,0
345.43,15,293.62,2024,10,8,1,0,0,0,0,0,0,1,0,1,0,0
389.96,15,331.47,2024,5,22,2,0,1,0,0,0,0,0,0,1,0,0
16.18,5,15.37,2024,11,2,5,1,0,0,0,1,0,0,1,0,0,0
226.93,30,158.85,2024,11,20,2,0,1,0,0,0,0,0,0,0,1,0
116.1,10,104.49,2024,6,17,0,0,0,0,1,0,0,0,0,0,0,1
216.97,50,108.48,2024,5,30,3,0,0,0,0,0,0,1,0,1,0,0
33.25,5,31.59,2024,3,25,0,0,0,0,1,0,0,0,0,1,0,0
181.56,0,181.56,2024,8,14,2,0,0,0,1,0,0,0,0,1,0,0
350.58,0,350.58,2024,9,10,1,0,0,1,0,0,0,0,1,0,0,0
222.11,50,111.06,2024,2,27,1,0,0,1,0,0,0,0,1,0,0,0
445.45,15,378.63,2024,10,31,3,0,0,0,0,0,0,0,0,0,1,0
449.09,25,336.82,2024,11,4,0,0,0,0,0,1,0,0,0,0,0,1
206.19,0,206.19,2024,10,15,1,0,0,0,0,0,0,0,0,0,0,0
19.55,5,18.57,2024,6,10,0,0,0,0,0,1,0,0,0,0,0,1
211.62,0,211.62,2024,7,22,0,0,0,0,0,1,0,0,0,0,1,0
152.24,50,76.12,2024,4,22,0,0,0,0,1,0,0,0,0,0,0,1
222.36,0,222.36,2024,7,22,0,0,0,0,0,0,0,1,0,0,1,0
95.92,25,71.94,2024,4,19,4,0,0,0,0,1,0,0,0,1,0,0
335.09,0,335.09,2024,8,26,0,0,0,0,0,0,0,0,1,0,0,0
241.25,20,193.0,2024,6,1,5,1,0,0,0,0,0,1,1,0,0,0
123.91,25,92.93,2024,11,10,6,1,0,0,0,0,1,0,1,0,0,0
170.1,15,144.58,2024,9,2,0,0,0,0,0,0,0,0,0,0,0,0
12.24,10,11.02,2024,2,13,1,0,0,0,0,0,1,0,0,0,0,0
496.29,10,446.66,2024,2,26,0,0,0,0,1,0,0,0,0,0,0,0
214.77,50,107.39,2024,6,13,3,0,0,0,0,0,0,0,0,0,0,1
453.64,5,430.96,2024,6,6,3,0,0,0,1,0,0,0,0,0,0,1
63.98,25,47.98,2024,8,26,0,0,0,0,0,0,0,1,1,0,0,0
343.35,20,274.68,2024,9,20,4,0,0,0,0,0,0,1,1,0,0,0
46.68,20,37.34,2024,1,15,0,0,0,0,0,0,0,1,0,0,0,1
269.06,10,242.15,2024,10,1,1,0,0,0,0,0,0,1,0,0,0,1
145.91,15,124.02,2024,5,2,3,0,0,0,0,0,1,0,0,0,0,0
300.96,0,300.96,2024,5,13,0,0,0,0,1,0,0,0,0,0,1,0
83.67,10,75.3,2024,1,20,5,1,0,0,0,0,0,1,0,1,0,0
491.44,50,245.72,2024,3,3,6,1,0,0,0,0,0,1,0,0,0,1
436.45,20,349.16,2024,8,24,5,1,0,0,1,0,0,0,0,0,1,0
177.91,5,169.01,2024,7,17,2,0,0,0,0,0,1,0,1,0,0,0
53.69,20,42.95,2024,5,8,2,0,0,0,0,0,0,1,0,0,0,1
179.55,10,161.6,2024,11,11,0,0,0,0,0,0,0,1,1,0,0,0
348.31,15,296.06,2024,6,10,0,0,0,0,0,0,0,1,0,0,0,0
